"","text","score","very.pos","very.neg"
"505","RT @ChaseSupport: @Castano_x I'd like to see if we can help. Without sharing acct numbers, pls follow/DM your name, zip &amp; the amount of the…",1,0,0
"506","@ChaseSupport glad to hear! Ya'll are the best! <U+263A><U+FE0F>",2,1,0
"507","@ChaseSupport Your mobile CC payment site's defaulting to Spanish. Yo puedo hablar español. Others don't. Your IT folks'll want to look. :)",0,0,0
"508","@arigmeza 2/2 Feel free to tweet @ChaseSupport if you ever have account questions. ^SG",1,0,0
"509","@yourfavorite We're glad to hear these charges were caught! If you ever need assistance with your account, tweet @ChaseSupport. ^SG",1,0,0
"510","@Multi_EthnicMgt @ChaseSupport @USPS greatly values your business – will contact you today.",0,0,0
"511","@ChaseSupport still no apple pay for the ink cards.  I'm no longer ""patiently"" waiting.",1,0,0
"512","@ChaseSupport I have Carmen's #; she's going 2 have branch mgr call. @ToniDeLancey I want the same respect from u/USP http://t.co/CNkOPbwkM7",1,0,0
"513","@USPS @ChaseSupport ur EXECUTIVE SPECIALIST called @ToniDeLancey still waiting 2 ""chat"" about package. I'm serious! http://t.co/ZTd0WnTPgU",0,0,0
"514","@ChaseSupport It's 2015 and Chase still refuses to issue Chip &amp; PIN cards. Sad the US is last place in bank technology.",-3,0,1
"515","@ChaseSupport Why did my Chase Best Buy account close? Now I have available credit I can't use.",2,1,0
"516","Waiting on @ChaseSupport to deliver me some good news for my clients",1,0,0
"517","@ChaseSupport The new app has flaws, no place to log on.",-1,0,0
"518","@ChaseSupport I'm having problems transferring UR from spouse to self, receiving ""unexpected error"" when I input my card and last name.",-3,0,1
"519","Alright @ChaseSupport, I have @Ask_WellsFargo now. Received this $300 Checking Bonus thing in the mail. Why should I bank with you over WF?",1,0,0
"520","@ChaseSupport hope you are here in southern Florida or Hawaii. Otherwise standing outside is a very good way to chill",0,0,0
"521","@ChaseSupport You sure are. Good night and stay warm and safe.",3,1,0
"522","@ChaseSupport thank you",1,0,0
"523","@ChaseSupport Thank you for your help!",1,0,0
"524","@ChaseSupport 2/2 and paperless is the same amount of work in that I need to log into my bank and set up the payment",1,0,0
"525","@ChaseSupport 1/2 AutoPay is not an option, I cant monitor what my upcoming payments are using that instead suddenly money just disappears",0,0,0
"526","@ChaseSupport what, amateur hour dog &amp; pony show doesn't cover it?? just kidding, i'll DM the gory details as soon as twitter lets me..",0,0,0
"527","@dtemkin @ChaseSupport I hate this about my Chase card.",-1,0,0
"528","@ChaseSupport Thanks!",0,0,0
"529","@ChaseSupport I was charged this non-customer fee. #Extortion-the check was drawn on ur bank &amp; good: R U a bank or check chasing store?",1,0,0
"530","@emanon256 Agreed! Not having the bill send directly is a huge step back. Awful choice @ChaseSupport",-1,0,0
"531","Just got an email that @ChaseSupport no longer supporting 3rd party eBill statements. I think I will be canceling my cards with you guys.",1,0,0
"532","I didn't have any follower today .. But my bank follow me which is nice.! @ChaseSupport",1,0,0
"533","you might want to send out new debit cards before you cancel someone's ONLY working CARD. @Chase @Chase @ChaseSupport",0,0,0
"534","@ChaseSupport Yeah, for $6. Per month. Fuck that. It's illegal.",-2,0,1
"535","@ChaseSupport Ok , thanks",0,0,0
"536","@ChaseSupport What if the address isn't local? Does it matter?",0,0,0
"537","@ChaseSupport Had a quick question, but can't log into my old account help!",0,0,0
"538","@ChaseSupport thanks . you too and God bless",1,0,0
"539","@ChaseSupport @emanon256 I use that service to receive and pay my bill from my bank.  I now must get the bill, and manually pay.",0,0,0
"540","@ChaseSupport I have chase freedom credit card, i would like to refer my friend. Where do i need to refer ?",2,1,0
"541","@ChaseSupport You should have gotten the hint by now. Short of 5 years minimum at 0%, sending more mail doesn't help.",0,0,0
"542","@ChaseSupport Why do you guys send paper mail to me everyday soliciting services? The amount of paper from Chase is insane.",-1,0,0
"543","RT @ChaseSupport: @MsAshleyGrier I am glad that Diana was able to provide you with such a great experience. I will share this with the Bran…",2,1,0
"544","@ChaseSupport the branch location is Palatine IL Branch 000993",0,0,0
"545","@ChaseSupport got email that Chase is dropping eBill, must sign back up for paper, seems like a move in the wrong direction. #inconvenient",0,0,0
"546","@ChaseSupport dnt remember her name lol",0,0,0
"547","@ChaseSupport via the Chase website. I don't want a different website for each of the banks I use; this should be obvious -I'd rather cancel",0,0,0
"548","@dtemkin @ChaseSupport that's full retard",-1,0,0
"549","RT @ChaseSupport: @Kris_Mexicanese We're glad you want to open an acct w/ us! You can see our current checking acct offer here: http://t.co…",1,0,0
"550","@dtemkin @ChaseSupport It's getting too expensive to send email and pdf.",-1,0,0
"551","@ChaseSupport thanks guys",0,0,0
"552","What kind of massively consumer-unfriendly move is this, @ChaseSupport ? http://t.co/1lXH4sWtg3",0,0,0
"553","@ChaseSupport thank you everything is fine now ! Thanks chase lol",2,1,0
"554","Yes in the SUGARLAND &amp; Houston area @ChaseSupport",0,0,0
"555","@ChaseSupport That was in the Chase branch on 6th Ave &amp; 44th St in Manhattan",0,0,0
"556","Thanks @Chase @jpmorgan @ChaseSupport for making it such a hassle to get my own money out of my own account! #iJustWantMyMoney",-1,0,0
"557","@ChaseSupport I have the app I was in the mountains with no service, that's the dumbest fee ever, all I'm doing is checking balance",0,0,0
"558","@ChaseSupport WE ARE STILL LOOKING FOR OUR FIRST EVER CORPORATE SPONSOR.. PLEASE LOG ON TO http://t.co/OWt0crju6v  AND SIGN UP TODAY!!!",0,0,0
"559","@ChaseSupport Thank you <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> Whoever runs your Facebook page completely ignored me <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>",1,0,0
"560","@ChaseSupport you haven't resolved my problem though<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",-1,0,0
"561","'@ChaseSupport COME ON NO SPANISH speaking bank tellers? In HOUSTON TEXAS",0,0,0
"562","@ChaseSupport could you add #TouchID support to the iOS app?",1,0,0
"563","@ChaseSupport I got it taken care of. It was a misunderstanding and the people at the bank were very helpful. Thank you though! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1,0,0
"564","@ChaseSupport I just got approved for a new CC. Is there any way to get the card sent quicker than 7-10 days? Need to start using it ASAP!",1,0,0
"565","RT @ChaseSupport: @roobee_doll I'm sorry you had a bad experience. If you'd like to share additional details, please tweet us. We are here …",-1,0,0
"566","@ChaseSupport I need some help",0,0,0
"567","RT @ChaseSupport: @LuxeyGaxiola_ I'm happy to hear that Judy was able to address your concerns. Did you speak with her in a branch or over …",0,0,0
"568","RT @ChaseSupport: @amelakazic I'm sorry for the negative experience and I want to look into this. Will you follow/DM your name and zip code…",-2,0,1
"569","RT @ChaseSupport: @amelakazic If you'd like us to review this, please tweet us. We'll be in until 9PM ET tonight. You may also call 800-945…",2,1,0
"570","@ChaseSupport i just did",0,0,0
"571","@ChaseSupport and to whoever monitoring the account, find another job where you actually can make impact making people's life better.",1,0,0
"572","@ChaseSupport don't screw up your customer to begin with.",0,0,0
"573","@ChaseSupport just having TWTR presence is not good customer support.",2,1,0
"574","@ChaseSupport the customer service I received was great. Worth the wait. Thanks!",2,1,0
"575","@ChaseSupport presumably mess up my tax, creating issues for me to fix.",-2,0,1
"576","@ChaseSupport you guys decided to close my hsa account without notifying me or work with me to move fund to some other HSA.",1,0,0
"577","@ChaseSupport why am I getting Non-Chase ATM fees. I was told that was not something Chase charged their customers when I signed up.",0,0,0
"578","@ChaseSupport sent you the message",0,0,0
"579","@ChaseSupport interesting, @AmericanExpress @Discover @PersonalCapital are leading the way.  Thanks for the response.",2,1,0
"580","RT @ChaseSupport: @bretthackel We hope you obtained your card. If you're interested, pls visit http://t.co/xttRAVnsdO for information about…",0,0,0
"581","Likely going to be closing the account to avoid further fees and go back to @Chase where it was honest @ChaseSupport @PNCBank_Help @PNCBank",1,0,0
"582","@ChaseSupport thank you!",1,0,0
"583","@ChaseSupport On your online billpay service, when do the payments post to your checking accounts?",0,0,0
"584","@ChaseSupport I think the people I dealt with via message are under the mistaken belief that I won't pursue legal action. Ha, yeah, I will.",-1,0,0
"585","@ChaseSupport Yeah. Give me access to past statements on a closed account (as required by law) without charging me $6 per statement. Okay?",0,0,0
"586","@ChaseSupport bye going",0,0,0
"587","@ChaseSupport thanks for the social media command center tour!",0,0,0
"588","@ChaseSupport  Please let me know how can i get my refund back.. my Ph: 9728027712",1,0,0
"589","@ChaseSupport  When i tried to reach the branch people, even they dont have any idea. Even the customer care people are helpless.",-1,0,0
"590","@ChaseSupport : Dear Chase,
There was a deduction of $56 from my checkings account without any prior communication.",0,0,0
"591","@ChaseSupport i sent my contact number",0,0,0
"592","@ChaseSupport is there a way to find out which branches in my area have the machine?",0,0,0
"593","RT @ChaseSupport: @sadielewis We've not received any communications about this category, but I'll happily share your feedback. Tweet us if …",1,0,0
"594","@ChaseSupport  What's up? Want to know how to get more done? Click here http://t.co/nWXoFYHcAb",0,0,0
"595","@ChaseSupport 38th st and Washington blvd in Indianapolis and then on college abs just south of broad ripple ave.",0,0,0
"596","@ChaseSupport Oh sweet. That was easy. Thanks!",2,1,0
"597","@ChaseSupport  i did",0,0,0
"598","@YoungJushii I'm sorry to hear our offer did not meet your current banking needs. Pls tweet us @ChaseSupport if you have acct questions. ^MB",-1,0,0
"599","@ChaseSupport Yo - I'm headed out of country on vacation next week. Is it still recommended that I notify you guys before using my card?",1,0,0
"600","@ChaseSupport perhaps I should deposit my stacks of cash at another bank that has a properly working ATM??",1,0,0
"601","@ChaseSupport I used to be able to deposit a whole stack of cash at once",0,0,0
"602","@ChaseSupport the staff at the branch doesn't seem to care",0,0,0
"603","@ChaseSupport the ATM in bowling green has been having problems with cash deposits for months. More than 2 bills at a time is rejected!",-2,0,1
"604","@emdebnam Thank you so much! I'll be sure to share your tweet w/ them. Feel free to tweet @ChaseSupport if you ever have acct questions. ^SG",2,1,0
"605","@ChaseSupport it was the Chase location at 3012 Government Street in Baton Rouge.  :)",0,0,0
"606","RT @ChaseSupport: @rpwenzel We hope you enjoy the benefit of having account alerts. Please let us know if you have any questions. ^NA",2,1,0
"607","@ChaseSupport pressing 0# just sent me in to a loop asking for my card, account and pin #. All good now I went to a local branch.",1,0,0
"608","@ChaseSupport please check your DM",0,0,0
"609","@SoBeLIVE We're happy to hear of your great experience &amp; we'll forward it to the branch. If you ever need anything, tweet @ChaseSupport. ^SG",3,1,0
"610","@ChaseSupport that makes no sense on any planet. I want to see 2014s transactions on one spreadsheet. @AmericanExpress does it.",0,0,0
"611","@ChaseSupport how is it I get an overdraft fee when my bank account was at 0 when I went to bed. Same account transfers shouldn't pend!",0,0,0
"612","@ParkerConslt We'll need you to follow our handle in order for us to send you a DM. Please follow @ChaseSupport. ^BD",1,0,0
"613","@ChaseSupport @Chase your private banking customer care people are not helpful at all.I need help ASAP",1,0,0
"614","@ChaseSupport Is Chase Ink Plus Business Card a Visa or a Mastercard?",0,0,0
"615","extremely impressed by @Chase customer service tonight - a million kudos y'all! cc @ChaseSupport",2,1,0
"616","@ChaseSupport have tried calling the 9935 number 5 times. But it rejects my card, pin, account no's and I can't to get to a human. Outage?",-1,0,0
"617","@ChaseSupport go ahead and send me a DM",0,0,0
"618","@ChaseSupport change the android app so I can take a screenshot for receipt or at least add the option so I can send receipt for billpay/wt",0,0,0
"619","Punny: RT @ChaseSupport: We’re leaving for the day. We got new reversible jackets. We’re excited to see how they turn out! ^AG",1,0,0
"620","@ChaseSupport Can I try tomorrow?",0,0,0
"621","@ChaseSupport hey so i got this email today phishing to reset my chase account.. you might want to dig deeper http://t.co/29gPSkPkSx",0,0,0
"622","@ChaseSupport done!",0,0,0
"623","@ChaseSupport  I was able to talk to someone and got my question answered. Thanks!!",0,0,0
"624","@ChaseSupport How do I go about overnighting my new credit card I was approved for? Thanks! #travelingsoon",0,0,0
"625","@anandsays @ChaseSupport or acres4orty@yahoo.com. or 801-688-3117",0,0,0
"626","@anandsays @ChaseSupport and investor so if you feel like our apparel is worthy of your assistance please contact me here or",2,1,0
"627","@anandsays @ChaseSupport deserving of reparations. Our online store is now open for business. http://t.co/85E7oFAnm0. I am also looking for",1,0,0
"628","@anandsays @ChaseSupport the american public on the historical injustices that was facilitated against African Americans proving why we are",0,0,0
"629","@anandsays @ChaseSupport Salaam my brother. I am the owner of 4orty acres apparel for your mind a clothing line that was created to educate",0,0,0
"630","@ChaseSupport time**",0,0,0
"631","@ChaseSupport this**",0,0,0
"632","@ChaseSupport thus my fisrt using tweeter.. is this going to be private",0,0,0
"633","@ChaseSupport it was resolved.",0,0,0
"634","I filed a report but have yet to receive any updates regarding the claim and credit back to my account. @ChaseSupport",0,0,0
"635","I spoke with someone earlier about a fraudulent charge made to my account this morning but my account still shows overdrawn @ChaseSupport",-1,0,0
"636","@M00se18 @ChaseSupport you are being rude Mike",-1,0,0
"637","@ChaseSupport so rumors about a january return are unfounded?",-2,0,1
"638","@ChaseSupport but it's not enough.. so i have to ask for more?",1,0,0
"639","@ChaseSupport I do have one.. freedom chase card.",1,0,0
"640","@ChaseSupport Yes.  It is silly that you can download statements but not the actual data to Excel",0,0,0
"641","@ChaseSupport Yes.  Also restored iPod. App won't finish installing. Error: IOS ver 7.0 required, but 6.1.6 is latest",0,0,0
"642","@ChaseSupport hey guys. back when the atm slurped up my checks and then shut down, i need a copy of those checks. they don't show up online",0,0,0
"643","@ChaseSupport  hello, quick question do give out personal loans?",0,0,0
"644","@ChaseSupport Why won't the mobile app work with my iPod?",1,0,0
"645","@ChaseSupport ok. Thank you. Fwiw, AMEX has it.",1,0,0
"646","@ChaseSupport not going to lie, Chase support is awesome. Great customer service from their end",2,1,0
"647","@ChaseSupport thanks, it's working now",0,0,0
"648","@ChaseSupport your phone reps already made it clear you are all useless and can't do anything. I won't be a customer in the future.",0,0,0
"649","@ChaseSupport What the hell you Talm bout?",-1,0,0
"650","@ChaseSupport saving account",0,0,0
"651","@ChaseSupport ur apply now button on sapphire preferred page isnt working, nor do ne phone#s allow to speak 2 sum1. I want a card, help?",0,0,0
"652","@ChaseSupport how can i contac you from mexico?",0,0,0
"653","Why won't Chase Mobile App work on my iPod Touch with the latest IOS?@ChaseSupport",1,0,0
"654","@ChaseSupport any word on when UR transfers to KE will resume?",0,0,0
"655","@ChaseSupport   follow back please, thanks :)",0,0,0
"656","@chasesupport You bet I'll tweet (first!) if I ever need help in the future. Thanks again.",0,0,0
"657","@ChaseSupport a sincere thank you!",2,1,0
"658","@ChaseSupport Over the phone! She was very polite and professional.",1,0,0
"659","OMG @chasesupport was awesome in solving my problem! Dan showed amazing patience and everything is great now. Thank you, Dan &amp; Twitter!",4,1,0
"660","@ChaseSupport well actually it's too late already changed banks but know you guys lost 4 customers of 7 years",0,0,0
"661","@ChaseSupport It'd be awesome if we could download a whole year's worth of numbers to Excel",3,1,0
"662","My @ChaseSupport account got 4 figures..<ed><U+00A0><U+00BD><ed><U+00B2><U+00B3> #INeedMoreDoe",0,0,0
"663","@ChaseSupport was not happy with your customer service. I wanted to cash my paycheck instead left in tears",1,0,0
"664","@ChaseSupport Thanks, I will do that.",0,0,0
"665","@ChaseSupport sure I would be happy to",1,0,0
"666","@ChaseSupport ive had a chase checking acct for 5 yrs.  Just found out you fund al sharpton.  Gonna have to find a new bank.",0,0,0
"667","@ChaseSupport nah bitch Fuck you and Fuck Chase y'all some may back bitches",-3,0,1
"668","@ChaseSupport I do have plenty of questions about checking accts",0,0,0
"669","@ChaseSupport thank you so much!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+00B8><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",1,0,0
"670","RT @ChaseSupport: @PapaDick614 Thanks for allowing me to help with your concerns today. Feel free to reach out if you ever have questions a…",0,0,0
"671","@Chase @ChaseSupport over a #decade w/ y'all &amp; never have you shown me some #love",1,0,0
"672","@ChaseSupport No, the problem remains unsolved. Rep told me he'd call back yesterday and never did. Can you assist?",-1,0,0
"673","@ChaseSupport i applied for a credit card and was accepted but never got my card or anything in the mail",0,0,0
"674","@ChaseSupport no personal loans <ed><U+00A0><U+00BD><ed><U+00B1><U+008E>",0,0,0
"675","RT @ChaseSupport: @Bombaclotty What happened to make you feel this way? Please follow/DM details of your concerns. We'd like to see how we …",0,0,0
"676","RT @ChaseSupport: Have you picked up a new hobby yet? It’s National Hobby Month and our new favorite is underwater basket weaving! ^DS",1,0,0
"677","@ChaseSupport Thanks for being so helpful after my flight was canceled. Far superior customer service than the actual airline! #thanksAnna5Y",2,1,0
"678","@ChaseSupport thank you for reaching out but unfortunately I do not have a name",0,0,0
"679","@chasesupport how do i get my new CC to show up on my online statement?",0,0,0
"680","Hey @Chase @ChaseSupport, why hasn't EMV been added to the @united card yet?  I think it's the only airline card without it now!",0,0,0
"681","I suppose when you work @ChaseSupport you're not obligated to call people back? I'm looking at you Felicia H, Danielle W &amp; Lucila B. #chase",1,0,0
"682","@ChaseSupport my friends got them in thier postal mail so wondering what's the eligibility criteria",0,0,0
"683","@ChaseSupport some friends have got better than this (more than double what the link offers). Is there anyways i can get those",1,0,0
"684","@BofA_Help Bank of America

1550 Hudson Bridge Road, Stockbridge, GA",0,0,0
"685","@BofA_Help can you return the free checking? Or accept @AllyBank ACH? If not, then I'm gone.",1,0,0
"686","@BofA_Help it's time to end this relationship. $12 a month isn't worth it when @AllyBank  and @CapitalOne360 have free checking!!",2,1,0
"687","@BofA_Help i already send the DM by the way now i'm back to Thailand now",0,0,0
"688","@BofA_Help  I have called and were told we can't transfer our card balance over the phone or online and we need to do it in person.",0,0,0
"689","@BofA_Help your deposit check feature on your mobile app is a complete joke on Android.",-1,0,0
"690","@qyvemuretor We're here on Twitter if you need assistance. Find us @BofA_Help.^sw",0,0,0
"691","@BofA_Help I'm a long time customer of yours and I'm very disappointed that  I couldn't get a lower interest rate on my credit card!!!",-1,0,0
"692","@BofA_Help Is there something that can be done about your maintenance fees?? I can't afford them &amp; I'm considering finding a new bank.",1,0,0
"693","@BofA_Help I appreciate hearing back. I discussed my concerns with the banker there. Processes should be explained in full ahead of time.",0,0,0
"694","Just went to @BofA_Help ATM still showing full email  come on!",0,0,0
"695","@BofA_Help I am not happy with the help I receive. I am trying to get rid of my overdraft and I need someone to help me",1,0,0
"696","Second time @BofA_Community has shut of my card without notifying me. Now stuck with no access to my money. Thanks assholes. @BofA_Help",-1,0,0
"697","@BofA_Help I'm abroad and my ATM card isn't functioning. Says ""invalid pin"" but my pin is correct. Don't have cell service, pls help",0,0,0
"698","@BofA_Help i want to know can you open the acc for me again to transfer money into the account",0,0,0
"699","@BofA_Help i have a question. My account is already close but there is still money left that i have to pay $-12.05.",0,0,0
"700","@BofA_Help Please look at the whole case first. You can call me at any time at +995577454313 or DM contact person and I will call. Thanks/T",0,0,0
"701","@BofA_Help why does the bofa app not see my pay account in billpay? I have one setup, but the app redirects to the instructions...",0,0,0
"702","@BofA_Help are there anyway to stop the interest charges on purchase  on the CC account?
I will not be using my account for the next6 months",0,0,0
"703","@BofA_Help thank you for your help",1,0,0
"704","@BofA_Help how do I remove overdraft protection? I was charged over $175! Stop paying things when I have no money, then charging me for it!",1,0,0
"705","@BofA_Help  Hasn't been resolved. I'm  waiting on a response.",0,0,0
"706","@BofA_Help You're welcome. Even though the issue was not resolved, thanks for your call.",0,0,0
"707","@BofA_Help One of my checking accounts is missing from my debit card - not linked. I'm unable to make deposits directly into that account.",-1,0,0
"708","@BofA_Help I did get on the website, thank you, but you didn't have the card I wanted. :(",1,0,0
"709","@BofA_Help it's just a lot to deal with I wish there were some type of rewards for being a loyal customer or the overdraft fees weren't alot",1,0,0
"710","@BofA_Help I'm so disappointed with the customer service I just received :(",-1,0,0
"711","@BofA_Help no I hate you",-1,0,0
"712","@BofA_Help hi BofA, I fixed the situation this morning. Thank you for being attentive!!",2,1,0
"713","@BofA_Help yea I called them and resolved my problem.",-1,0,0
"714","@BofA_Help I have an existing one tho I just want a new image",0,0,0
"715",".@BofA_Help I've spent hours on hold today trying to get my card reauthorized. Any recommendations for a new credit card company?",1,0,0
"716","@BofA_Help Hi it isn't ""phishing"" email it's just SPAM email like home repair, fast cash offers etc. Im assuming BOA shares customer emails",2,1,0
"717","@BofA_Help suck a fat fuckin sick you thieves!!!!!",-3,0,1
"718","@BofA_Help can you call me right now?",1,0,0
"719","@BofA_Help Thanks so much for your help!",0,0,0
"720","@BofA_Help I DMd y'all!!!!!!!!",0,0,0
"721","@BofA_Help is the biggest money grubbing pieces of shits I've ever had to deal with. Closing my accounts with these jokers in the morning.",0,0,0
"722","@BofA_Help Terry Mandel, 94707, 510.528.9970, 9-5 PT. FYI, my branch is awesome; only wish I could say the same for the rest of BofA.Thanks.",1,0,0
"723","@BofA_Help it's an issue when they can have any access to an account with a reported stolen debit card",-2,0,1
"724","@BofA_Help  I've already reported it.. Told that photo IDs don't mean anything to the bank",0,0,0
"725","This is why I only bank with #wellsfargo @wellsfargo Bank of America is a peace of shit!! @BofA_Help",0,0,0
"726","@BofA_Help got the voicemail! Thanks so much",0,0,0
"727","@BofA_Help all good, I called the regular line and was told my unnecessary fees could not be refunded. I just signed up for a credit union.",1,0,0
"728","@BofA_Help I need assistance with account and I spoke to two customers service reps who were rude! Do you guys have an email address",-1,0,0
"729","@BofA_Help Linda was very rude but I go it taken care of. Service was horrible.",-2,0,1
"730","@BofA_Tips I need an email address and someone who is helpful to deal with this issue!!!! @BofA_Help @bankofamerica",0,0,0
"731","@BofA_Tips I am utterly disappointed with Bank of America customer service they are rude and not helpful! Ineed an email address @BofA_Help",-2,0,1
"732","@BofA_Help they sent a new one its all good homeboy",1,0,0
"733","RT @BofA_Help: @casslizzle  Have you called for assistance? If you’re still having trouble, I’d like to help. ^db",0,0,0
"734","@BofA_Help yes I was, thank you!",1,0,0
"735","@BofA_Help Thanks anyways, but my loan Freddie Mac owned, and the Gov felt it better to not let them take part in principal reduction progs.",1,0,0
"736","@BofA_Help you guys are not helping people but only your pockets. I advise that you do not take any money in my account",1,0,0
"737","@BofA_Help it is funny how you guys take money in account who doesn't even have money in there",-1,0,0
"738","@BofA_Help can you just put in a new ATM on this side of town very inconvenient that it's never working",0,0,0
"739","@BofA_Help if I deposit a check into an atm, how much of it is available immediately?",1,0,0
"740","@BofA_Help @lmfanelli Don't give them any of your info they will probably steal all your $ and murder all your cats",-2,0,1
"741","@BofA_Help  I'm supposed to receive a Wells Fargo sure pay transfer, I registered my email but no transfer has posted yet?",0,0,0
"742","@BofA_Help @lmfanelli Nowwww are you going to get fined 20 or 25 Billion for your sham of a home mod. program this year??",-1,0,0
"743","@BofA_Help @lmfanelli Your best bet is to close your account with this disgraceful company.",0,0,0
"744","@BofA_Help i cannot DM you if you do not follow me. Correct?",1,0,0
"745","@BofA_Help thanks, just DMed you.",0,0,0
"746","@BofA_Help I wasn't complaining about boa. I was praising for the ease and speed of help. All was resolved on my end, thx",1,0,0
"747","@BofA_Help I probably won't.",0,0,0
"748","@BofA_Help can I order it online?",0,0,0
"749","@BofA_Help No I wasn't. I got a check from a company that banks with you guys. Because I didn't have a account I was charged 6 dollars.",0,0,0
"750","@BofA_Help You can't help. I don't have an account with Bank of America.",0,0,0
"751","@BofA_Help i have a late payment on my CC due the 17th, will pay it tomorrow, not made on account.  can I use my CC tonight?",0,0,0
"752","@shoeler @BofA_Help this might be my favorite tweet of all time",1,0,0
"753","@BofA_Help Great, sounds good!",2,1,0
"754","Thank you!!! “@BofA_Help: @MagicalMeli You can call our international collect # 602-597-2395 from a public telephone.",1,0,0
"755","@BofA_Help nope thats cool I'll pay my card off an go to a credit union soon",1,0,0
"756","@BofA_Help waiting..",0,0,0
"757","@BofA_Help...now THAT is how you do customer service. Reached out to us within a day and took care of business! #happycustomer",0,0,0
"758","@BofA_Help please, help!!",0,0,0
"759","@BofA_Help how do I choose/ make custom debit card on website? I want a new picture for mine",0,0,0
"760","@BofA_Help I'll tell you after my class",0,0,0
"761","@BofA_Help Don't you have to follow me for a DM?",0,0,0
"762","@BofA_Help i have a late payment on my CC due the 17th, will pay it tomorrow, can I use my CC tonight?",0,0,0
"763","@BofA_Help I have an @AlaskaAir Visa. Is there a way for me to request a chip-and-pin card that does NOT involve a telephone? :)",0,0,0
"764","@BofA_Help Y'all tripping",0,0,0
"765","@BofA_Help yo I need a new debt card! Can I pick one up at my local bank?",-1,0,0
"766","@BofA_Help I listened to the mssg again, and it definitely sounded more like an advert for a Mr. Sanders, so prob nothing. Thx for calling",1,0,0
"767","@BofA_Help Okay. Thanks.",0,0,0
"768","@BofA_Help uh I made a $9.12 charge with my credit card and then it added on $9.13 for interest",0,0,0
"769","@BofA_Help Buying a short sale in Mesa, Az.I have an offer accepted by seller and need help getting update and closing from BOA. Help Pls.",0,0,0
"770","@BofA_Help Hey. I just traveled outside of the U.S. And want to use my debit card. How can I contact someone to notify BOA and use it?",0,0,0
"771","@BofA_Help (cont.) I know the money arrived to BofA already. Is it possible to know when you'll transfer it to the other bank? Thanks!",0,0,0
"772","@BofA_Help I wired money from my international account to another US bank account, and BofA is the intermediary bank (cont.)",0,0,0
"773","@BofA_Help Why did you people withdraw 25 dollars from my account when I had 25 cents left?",0,0,0
"774","@dr_carolan If you have a BofA question or concern, let us know @BofA_Help. ^fa",-1,0,0
"775","@BofA_Help ok it's not missing but it'd be nice if u put it in there for me lol",1,0,0
"776","@BofA_Help , Yes, everything was taken care of swiftly as soon as I was helped.",1,0,0
"777","@BofA_Help I just got out of work. Please call me back",1,0,0
"778","@BofA_Help my account is short $100,000 ... Can u help me",0,0,0
"779","@BofA_Help you can't help me http://t.co/boW487deY3",0,0,0
"780","@BofA_Help Please advise ASAP, as my bank said BofA refused VISA to claim my stolen funds. Froud was at BofA ATM. http://t.co/XIth8JJTqR",-2,0,1
"781","@BofA_Help @charviarivers U can start by adding staff to your banks. One teller in the entire bank. No drive thru. Waited 4ever for service",0,0,0
"782","@BofA_Help Yes, thanks!",0,0,0
"783","@BofA_Help thanks though...",0,0,0
"784","@BofA_Help the problem is the bank...you literally have a fee for everything...the staff and functionality are great...your bank not so much",-1,0,0
"785","@BofA_Help Pls. advise, my bank is refusing to return my stolen funds as VISA was refused by BofA to return my funds. http://t.co/Xi9QIfrxN5",-3,0,1
"786","@BofA_Help  one thing to be an evicted Dis Vet and that is to be treated like scum by idiots http://t.co/tKhIU6HNoO",-1,0,0
"787","@BofA_Help Look Im switching banks Im not dealing with yall no more...Peace!!!!",0,0,0
"788","@BofA_Help I have a letter from PayPal explaining the overdraft fee on my account was their fault. Who do I talk to, to get my fee reversed?",-1,0,0
"789","@BofA_Help appreciate you reaching out. My DM's don't seem to be working. Any alternative?",1,0,0
"790","@BofA_Help I've already called you, but you cancelled a d card for NO reason. I requested to close old account and now I have no d card!",0,0,0
"791","@BofA_Help no closed my account. Oh one of your employees,Alexander Cordova was really rude and had me speak with some1 who gave me a fake#",-2,0,1
"792","My day was already a bit of a crap sundae, but @BofA_Help, you managed to be the cherry on top. I can't believe it.",0,0,0
"793","@BofA_Help I was going to ask about opening an account, but this is rediculus. I will take my business  elsewhere.",0,0,0
"794","@BofA_Help standing in line with 1 person in front of me, for 30 min now with one teller who disappeared for 10min.",0,0,0
"795","@BofA_Help stop turning my card off then, idiots.",-1,0,0
"796","@BofA_Help follow back so I can direct messsge",0,0,0
"797","@BofA_Help Bank of America told me they would not open my 2credit cards that I had with them for over 10 years so DISCOVER has my business",0,0,0
"798","@BofA_Help sent you a DM",0,0,0
"799","@BofA_Help i lost my biz card. trying to order a new one - is there anyway to send it to my house instead of my biz address?",-1,0,0
