Column1,text,score,Very.Pos,Very.Neg,Accurate?,Specific?
419,@AskCapitalOne will do! Impressed by the quick reply.,1,0,0,,
420,@AskCapitalOne I already did.. On there end it went through- cap1 is dropping the ball... This was 12/4/14-- how do I send supporting docs,1,0,0,,
421,@AskCapitalOne smooth on my part I know lol,1,0,0,,
422,@AskCapitalOne what happened was I paid it once and it didn't process yet so I paid again. Now it's been paid twice and I need 2 cancel one,0,0,0,,
423,@AskCapitalOne loving my new Journey credit card Ì†ΩÌ∏ä,1,0,0,,
424,@AskCapitalOne having an issue with a credit posting to my account. Contacted merchant everything (cont) http://t.co/cJUInKMfVO,-1,0,0,,
425,@CastleHairExt Hey there! We'll be happy to help you! Please follow &amp; DM us at @AskCapitalOne . Thanks! ^MJ,2,1,0,,
426,@AskCapitalOne  I am a small business and need a POS that accepts CC and SNAP,0,0,0,,
427,@AskCapitalOne I have done so now,0,0,0,,
428,@AskCapitalOne Someone else used my email address for their Capital One account. I don't want to receive their account emails.,0,0,0,,
429,@AskCapitalOne not working in firefox or chrome:(,0,0,0,,
430,@AskCapitalOne site hasn't been working for days?  Ref. No. 15136.8084),0,0,0,,
431,"@AskCapitalOne yes, I reported it, records updated and new cards sent out. however, no explanation of how it was allowed to happen",0,0,0,,
432,@AskCapitalOne Two months in and your mobile app still isn't updated for Lollipop and my Nexus 6. Is there an eta?,0,0,0,,
433,@AskCapitalOne I want to close an account with you but can't get hold of my details. HELP,0,0,0,,
434,@AskCapitalOne may you plz check your dm,0,0,0,,
435,@AskCapitalOne How long will it take for me to receive a new debit card if mine was lost?,-1,0,0,,
436,@AskCapitalOne Card Declined twice at grocery store and called to confirm charges that were labelled as fraudulent- hotline was rude. Help?,-2,0,1,,
437,@AskCapitalOne just refollowed.,0,0,0,,
438,@AskCapitalOne Thank you.,1,0,0,,
439,@AskCapitalOne CC.,0,0,0,,
440,@AskCapitalOne Sure-tried Chrome and IE; error comes up once I log in.Already cleared cache.,0,0,0,,
441,"@AskCapitalOne Been trying to get into site since last Friday, keeps giving me an error message that ""site is down"". Any updates?",-1,0,0,,
442,@AskCapitalOne Wallet app keeps getting better with each update. Any ETA on support for iPhone 6/Plus screen resolutions though?,2,1,0,,
443,@AskCapitalOne I can‚Äôt seem to pay either with my iPhone or iPad using the App today. Is there a known issue?,-1,0,0,,
444,"@AskCapitalOne Can I pay my friend truck note over the phone with my card? Also, what information do I need to have on hand about the truck?",0,0,0,,
445,"@AskCapitalOne or should i just find another bank whose apps DO work on major platforms, so I can do mobile banking properly?",2,1,0,,
446,@AskCapitalOne you need an ETA for an app that's compatible with Android 5.0.1 (it's not like Lollipop snuck up on anyone).,2,1,0,,
447,"@AskCapitalOne seriously though, i signed up for your bank because of the convenience of doing everything from mobile.",1,0,0,,
448,@AskCapitalOne How much wood could a woodchuck chuck if a woodchuck could chuck wood?,0,0,0,,
449,@AskCapitalOne Can you let me know if I got the credit for the auto loan refinancing offer? Thanks,0,0,0,,
450,@topbarry You can find the @AskCapitalOne CEO email address on our website here:  http://t.co/k3BE5k9Mcl,0,0,0,,
451,@AskCapitalOne Happy new year! Can I download my CC statement in anything other than PDF? Need something like csv so I can do calculations.,2,1,0,,
452,"@AskCapitalOne Also, I need the email address for the department that handles the credit card applications. Thanks, reply to my inbox",0,0,0,,
453,"@AskCapitalOne Hi, I need the email address for the President and or the CEO of the company. Very important. Reply to my inbox",1,0,0,,
454,@AskCapitalOne so no date for the Android app release? #behindthetimes,0,0,0,,
455,@AskCapitalOne capital one site.,0,0,0,,
456,@askcapitalone have a ATM check deposit ADJ debit on my account. What could be the cause? Will y'all send me the check back?,0,0,0,,
457,"@AskCapitalOne I often get this error while trying to book travel. And once I start getting it,there is no going back http://t.co/8F0w8ksyJ0",-1,0,0,,
458,@AskCapitalOne I can not do that I made an application to get a blank check and got declined Why bother to send pre approvals then decline,-2,0,1,,
459,@AskCapitalOne those are the only options I have at the moment.  Is there any way I can extend my payment until I get my new card,0,0,0,,
460,@AskCapitalOne ?,0,0,0,,
461,@AskCapitalOne can i pay it off with a gift card?,0,0,0,,
462,@AskCapitalOne I'm tryin through paypal but I see nothing yet,0,0,0,,
463,@AskCapitalOne sadly I can't.  Is there any way I can pay this in 7 business days when I get my new card?,-1,0,0,,
464,@AskCapitalOne If I select pay statement balance will I be charged interest if my current balance is higher?,0,0,0,,
465,@AskCapitalOne When will the update for the Android app be released? Lollipop has been out for months now!,0,0,0,,
466,@AskCapitalOne is there any way I can extend my payment to a week later when I should have my new debit card?,0,0,0,,
467,@AskCapitalOne I'm trying to pay the credit card bill online since the only funds I have access to is my paypal,0,0,0,,
468,"@AskCapitalOne I'm trying to pay through western union 
what's the company's code",0,0,0,,
469,@AskCapitalOne  is there another way for me to pay,0,0,0,,
470,@AskCapitalOne no I lost my bank card that I was going to use to pay my bill.,-1,0,0,,
471,"@AskCapitalOne I lost my debit card and I'm trying to find a way to pay my bill.  I already tried Western Union, but it's only auto",-1,0,0,,
472,@AskCapitalOne i just rather talk to someone and get my concerns cleared out. Thanks for your time,0,0,0,,
473,@askcapitalone Does the capital one secured credit card graduate to an unsecured or do you have to open a new account?,0,0,0,,
474,@AskCapitalOne please stop sending me credit card offers. Thanks,0,0,0,,
475,@AskCapitalOne that are on the website as approved dealers.,0,0,0,,
476,@AskCapitalOne i received an email with pre approval and to confirm rsvp with one dealer im not interested. But i am with others,1,0,0,,
477,@AskCapitalOne i just did but couldnt speak to anyone,0,0,0,,
478,@AskCapitalOne I just want my autopay to work. This is not the first time my bill hasn't paid itself...,1,0,0,,
479,@AskCapitalOne,0,0,0,,
480,Banking Innovation Daily is out! http://t.co/yEZWSyNB3l Stories via @AskCapitalOne @SABBBank @BestCardProcess,1,0,0,,
481,"@AskCapitalOne What's ""very soon""?  I saw the same response back in November.",0,0,0,,
482,@AskCapitalOne When are you going to update your apps for Android 5?  The new version of Android has been rolling out to a lot of phones.,0,0,0,,
483,@AskCapitalOne Does apple pay support Capital One? I keep forgetting to set it up.,1,0,0,,
484,@AskCapitalOne still waiting on my answer,0,0,0,,
485,@AskCapitalOne why am I getting a fee for $29,0,0,0,,
486,RT @AskCapitalOne: Hello and Good Morning! We are here and ready to help. Tweet us if you need us. ^BT,2,1,0,,
487,RT @AskCapitalOne: Hello and Good Morning! We are here and ready to help. Tweet us if you need us. ^BT,2,1,0,,
488,RT @AskCapitalOne: Hello and Good Morning! We are here and ready to help. Tweet us if you need us. ^BT,2,1,0,,
489,@NewYorkTimes11 @globeandmail @AskCapitalOne @justinbieber Number one in not listening!! http://t.co/zHw96C4h1g,0,0,0,,
490,Still no Resolution. @CapitalOne @AskCapitalOne @CapitalOneCA @VENTITNOW @GripeO_Feed http://t.co/pLrsG8dKc2,0,0,0,,
491,@CapitalOne @AskCapitalOne @CapitalOneCA @VENTITNOW @GripeO_Feed leading the way in horrible service!!! http://t.co/LYBa1Qu8nC,0,0,0,,
492,@AskCapitalOne I have received mails for a car loan. Can I use this loan on any dealer on your site or only the one in the mail?,0,0,0,,
493,@AskCapitalOne Have 50$ Anymore does that mean that I don't have the 2 months free anymore,1,0,0,,
494,@AskCapitalOne Hey so I have a question when you open the account and have the 50$ inside and you buy something with the card but it doesn't,0,0,0,,
495,"RT @weshouldallcare: ""@vetsforgotten: @askcapitalone #FIREJIMMYFALLON, I WILL CANCEL MY CREDIT CARD &amp; CLOSE MY BANK ACCOUNT #BOYCOTT @CAPIT‚Ä¶",-1,0,0,,
496,"@AskCapitalOne This is the message I've gotten for the last 8 months. When I call, they tell me to just pay ovr phone http://t.co/fdxaXdRuVs",0,0,0,,
497,@AskCapitalOne there a Hold for my payment; why does my credit available say 0 when I paid it off and its cleared bnk http://t.co/0GmqdPiOrd,2,1,0,,
498,"@AskCapitalOne Hey guys, I can't access my app via my Nexus 6, and I can't login to your desktop site with Chrome. Why do you hate @google ?",-1,0,0,,
499,@AskCapitalOne  Is @CapitalOfficial anti police or just there spokesman @SamuelLJackson? #Ferguson #ICantBreathe #BlackLivesMatter,0,0,0,,
500,@AskCapitalOne when will we ever see an android app that works with @Android 5?? It's been more than two months now!!,1,0,0,,
501,@askcapitalone,0,0,0,,
502,@AskCapitalOne thank you for the help!,1,0,0,,
503,@AskCapitalOne otherwise there is no way make a payment?  I was trying to avoid getting a new card. Oh well,1,0,0,,
504,"@AskCapitalOne my account is active, just was trying not to use it for a while.  Idk if it's possible to use account somehow to pay a bill",0,0,0,,
505,"@AskCapitalOne it's a credit card.  I cut it to not spend for a while, but I kind of need help getting caught up.  Just curious",0,0,0,,
506,@AskCapitalOne is there anyway to pay a bill using my capital one account if I no longer have the actual card?,0,0,0,,
507,@askcapitalone Or maybe I was supposed to tweet the Canadian twitter page...sorry.,0,0,0,,
508,@askcapitalone Do the mobile apps work for Costco mastercards? Asking since there's a separate website for logging in for Costco cards...,1,0,0,,
509,@AskCapitalOne ok no problem thanks :),-1,0,0,,
510,@AskCapitalOne i made a payment yesterday through my cibc bank and it hasnt gone through online yet. How long does this take?,0,0,0,,
511,@AskCapitalOne Can you guys commit to a date? @INGDIRECT was always an innovator.,0,0,0,,
512,@AskCapitalOne will Android 5.0 support come before February?,1,0,0,,
513,"@AskCapitalOne been waiting on a call back from an agent ref my acct, its been over 4 hours, wanted to email capital one in regards",0,0,0,,
514,@AskCapitalOne is there a contact email address,0,0,0,,
515,@AskCapitalOne following you now. twitter was first not allowing me to follow you but I got it fixed. DM me please!,0,0,0,,
516,"@AskCapitalOne thanks, but mobile banking elsewhere. Im sure I'm not alone.  Way to botch #ingdirect.",-1,0,0,,
517,"@AskCapitalOne no love for android 5.0+ users?  Logging onto the website show ""now supporting apple pay"" yet still no android app. #badbank",2,1,0,,
518,@AskCapitalOne disappointed by your spokesman Samuel L Jackson and his anti-police video. Long-time card holder considering closing account,-1,0,0,,
519,@AskCapitalOne More errors....,-1,0,0,,
520,@AskCapitalOne I followed you but DM is not an option,0,0,0,,
521,@AskCapitalOne I signed up for a card &amp;am waiting 5+ weeks to get it. I was told a new ones coming but now my info isn't even in the system,0,0,0,,
522,@AskCapitalOne Disconnected.... again,0,0,0,,
523,@AskCapitalOne I'm calling to activate my card and get transferred to higher tech and then they put me on hold...now I only hear white noise,-1,0,0,,
524,@AskCapitalOne the new sign in for @CapitalOne360 seems broken. Major issues with my new password selection and not recognizing my password.,-2,0,1,,
525,@AskCapitalOne will do. I'll call the 800# in a few.Thanks in advance.,0,0,0,,
526,@AskCapitalOne Yes. I did that a few moments ago. It was due on the 1st but I didn't know if u guys were there. was hoping to avoid l8 fees.,0,0,0,,
527,@AskCapitalOne thanks,0,0,0,,
528,@AskCapitalOne Tried to login and pay my bill yesterday but couldn't get on to your site. Didnt know if u were there one the 1st.,0,0,0,,
529,@AskCapitalOne can't pay my bill. Is there something wrong?,-1,0,0,,
530,@AskCapitalOne HEARD U HIRE FOREIGN GAYS 2 GIVE ORDERS 2 STEAL UPON AMERICAN FAMILIES HERE IN THE USA. SINCE HETEROSEXUALS MOVE THIS ECONOMY,-1,0,0,,
531,@AskCapitalOne I DON'T BELIEVE THE AMERICAN PEOPLE WILL EVER FORGIVE U 4 STEALING OUR DOLLARS VIA THOSE BAIL-OUTS. THINKING U WILL B 4EVER,-1,0,0,,
532,@AskCapitalOne right partnership carts,1,0,0,,
533,@AskCapitalOne I did,0,0,0,,
534,"@Cyn_City_718 Hi there, we can check this out. Would you kindly follow/DM our @AskCapitalOne handled and send more info? ^AW",1,0,0,,
535,@AskCapitalOne can you guys please answer my email plz !,0,0,0,,
536,@AskCapitalOne I want a block on my account NOW to stop any more charges and im seeking legal advice you cant keep getting away with theft,0,0,0,,
537,@AskCapitalOne it's just not loading. Every other website I go on is a ok. Somethings wrong.,-1,0,0,,
538,@AskCapitalOne http://t.co/p7jAob2PZA,0,0,0,,
539,"RT @AskCapitalOne: @Loyola2011 Thanks Jackie, we're on it. #HappyNewYear ^AG",0,0,0,,
540,RT @AskCapitalOne: @Loyola2011 Thanks Jackie. Just one more ques plz. The one on South Ragsdale Street or the one on E. Commerce? ^AG,0,0,0,,
541,"RT @AskCapitalOne: @Loyola2011 Oh oh, we'll get on that Jackie. Mind telling us the branch location? We'll get our techs on it. ^AG",2,1,0,,
542,@AskCapitalOne any plans to join the rest of the world and update your android app for 5.0.X compatibility? Pretty embarassing.,1,0,0,,
543,Finally After 6 months! I'm back where i wanted to be. With @AskCapitalOne @CapitalOne,0,0,0,,
544,@CapitalOne your app for android doesnt support Lollipop 5.0 @AskCapitalOne,1,0,0,,
545,@AskCapitalOne how long do I have to wait to apply for the QuickSilver credit card? I have 2 credit cards.,0,0,0,,
546,"@AskCapitalOne  I have a question about my acct. No access to phone, but have WiFi.  Can you message me?  Thanks!",0,0,0,,
547,@AskCapitalOne How can I tell if I have paperless billing enabled?,0,0,0,,
548,@AskCapitalOne I was offered almost zero help. Not using this card anymore,0,0,0,,
549,"@AskCapitalOne I tried calling customer service and they told me that the transactions were all approved, yet the register said declined",0,0,0,,
550,@AskCapitalOne Thanks for the quick reply. I was hoping to not have to wrap the 15 lbs of coins I have. :) Oh well.,1,0,0,,
551,@AskCapitalOne Where can I find a branch in MD with a coin-counting machine? I didn't see that option in the location search. Thanks.,0,0,0,,
552,"@AskCapitalOne doesn't care after all. DP promised to help. DM me ,  he said. Came back with same answer. #badservice #unhelpful",0,0,0,,
553,@AskCapitalOne Thanks - it's frustrating because originally C1 told me on the phone that it would be a couple of days! Soon is good.,0,0,0,,
554,@AskCapitalOne thanks JD,0,0,0,,
555,@AskCapitalOne Any ETA on getting mobile app to work with Android Lollipop? It's taking a long time!,1,0,0,,
556,@AskCapitalOne anything lollipop yet?,0,0,0,,
557,@AskCapitalOne the one on South Ragsdale Street,0,0,0,,
558,@AskCapitalOne I've been receiving Capital One offers addressed to previous tenant. Whom do I contact to remove him from your mailing list?,0,0,0,,
559,@AskCapitalOne said they'd solve my problem. Nothing but the same bunk. #badservice #indifferent,-3,0,1,,
560,Hey @AskCapitalOne I just submitted feedback for you at http://t.co/8PLdAxII0G Please address my issue. http://t.co/D244AmB0oW,-1,0,0,,
561,@AskCapitalOne called per sugg...as usual all the information completely different and I've been lied to. you won't fix it of course. #fail,-2,0,1,,
562,@CapitalOneCA @AskCapitalOne @GripeO_Feed @VENTITNOW @CapitalOne is  #indifferent. Ask me to DM them and nothing resolved. @badservice,-1,0,0,,
563,"@AskCapitalOne Jacksonville, Texas. Ì†ΩÌ∏ä",0,0,0,,
564,@AskCapitalOne yeah reactivate my guitar center credit card that I pay on and is cancelled for no reason,0,0,0,,
565,@AskCapitalOne good to know! thank you,2,1,0,,
566,@AskCapitalOne oh okay thanks,0,0,0,,
567,"@AskCapitalOne hi there, i was on hold for 10 mins and had to hang up. can you please advise how i can get my 2014 annual summary report?",-1,0,0,,
568,@AskCapitalOne M&amp;C for MasterCard?,0,0,0,,
569,@AskCapitalOne thanks,0,0,0,,
570,Good lookin out @AskCapitalOne on the superior customer service gettin a new card #goodlooks #thatsmyccson,2,1,0,,
571,@AskCapitalOne when is your android app going to support lollipop,1,0,0,,
572,@AskCapitalOne hi i wanna ask a question so when i deposit money from a capital one bank atm it asks checkings or savings? is it checkings?,1,0,0,,
573,@AskCapitalOne I called and got everything straighten out. Thank You,2,1,0,,
574,@AskCapitalOne Yes I have and it says that me security question answers are incorrect,-1,0,0,,
575,@AskCapitalOne I seem to have forgotten my username and password to my account. Can I get some help please.,0,0,0,,
576,"@AskCapitalOne @CapitalOne360 Hello, could I please have instructions for like king my Sharebuilder account so I can see it in CO 360?",1,0,0,,
577,"@AskCapitalOne @CapitalOne360 Hello, I learned how to do Image Upload on the PC -- thanks for the prompt response anyways!",1,0,0,,
578,@AskCapitalOne is there a timeframe on a possible Android App upgrade so that it's compatible with Android 5.0? Makes it hard w/ a 360 act.,0,0,0,,
579,@AskCapitalOne I did this and still no luck,1,0,0,,
580,@AskCapitalOne I am,0,0,0,,
581,"@AskCapitalOne DM sent. Well, several DMs actually.",1,0,0,,
582,@AskCapitalOne yes I am,0,0,0,,
583,@AskCapitalOne i very likely will not have access again till late tomorrow,0,0,0,,
584,@AskCapitalOne I cannot call you. I'm traveling in the Moroccan desert with limited access to Internet and no phone.,-2,0,1,,
585,"@AskCapitalOne how about some lolipop support,considering it's been available to develop to for Months? Very disappointed at your ios focus.",0,0,0,,
586,@AskCapitalOne I have 360 (online). New to Twitter...how do I DM? My zip is 33771 and my name is in my handle.,0,0,0,,
587,"@AskCapitalOne So that was what, you patting me on the back and saying ""it'll be okay""? Where's this discussion?",0,0,0,,
588,RT + #Click == &gt;&gt;  http://t.co/nZXa5jTA8l ( @RustiThomas ) ( @ZAHPEN ) ( @countbrackmoor ) ( @AskCapitalOne ) ( @MegWilliams_BN ),0,0,0,,
589,@AskCapitalOne @VENTITNOW @GripeO_Feed @CapitalOneCA still hasn't done the right thing! #badservice #arrogant #uncaring,-1,0,0,,
590,"Every month @AskCapitalOne I have to answer security questions just to make a payment, or my info doesn't match up. Sooooo sick of this Ì†ΩÌ∏°",-1,0,0,,
591,@AskCapitalOne any chance of your android app getting updated to support 5.0 anytime soon?,1,0,0,,
592,@AskCapitalOne last four numbers in my acct 0617.  Last purchase I made was riad zyo in Rabat morocco.,0,0,0,,
593,@AskCapitalOne I'm traveling in morocco and am unable to find my capitalone card.  Can you please freeze my card until I find it?,-2,0,1,,
594,@AskCapitalOne Done,0,0,0,,
595,@AskCapitalOne are you having trouble with your mobil app and website? I can't log in to either one.,-1,0,0,,
596,@AskCapitalOne How do I deposit checks if app doesn't work on Lollipop?,1,0,0,,
597,@AskCapitalOne Are there any updates on CapitalOne Mobile for Lollipop?,0,0,0,,
598,"@AskCapitalOne How do I link my ShareBuilder account? I read the FAQs for it, but there is not a button/link in My Accounts as suggested.",0,0,0,,
599,"@AskCapitalOne you're all ready to go for Apple pay, but not Android 5.0. So frustrating. Never thought I'd switch banks cause of my phone.",0,0,0,,
600,@AskCapitalOne i appreciat the new years email but what i'd really like is for y'all to fix the android app for android 5.0. step it up,1,0,0,,
601,@AskCapitalOne Why does Capitalone continue to have a spokesman that advocates against the police? @SamuelLJackson,1,0,0,,
602,@AskCapitalOne I have two accounts one is due on the 2nd and the other on the 10th how do I make them on the same date?,0,0,0,,
603,@AskCapitalOne so on point didn't match! Do I just change it and re request a card?,0,0,0,,
604,@AskCapitalOne followed,0,0,0,,
605,@AskCapitalOne So you support the murder of police officers? What's  with that jerk Jackson as your spokeshole then.,-1,0,0,,
606,"@AskCapitalOne which I was unable to have access to, can I give an address so you mail the letter to me?",-1,0,0,,
607,@AskCapitalOne I was forwarded an email to know why my credit card application was not approved but the email contain a letter...,0,0,0,,
608,@AskCapitalOne following,0,0,0,,
609,"@AskCapitalOne I was sent an email to know why my credit card was not approved and am unable to sign in, I need an email to lay my complaint",-2,0,1,,
610,@AskCapitalOne they have not been a help,0,0,0,,
611,@AskCapitalOne locked out online account for two weeks,0,0,0,,
612,@AskCapitalOne I have a credit card,0,0,0,,
613,@AskCapitalOne HELP!,0,0,0,,
614,"@AskCapitalOne You, too! I definitely will!",0,0,0,,
615,"@AskCapitalOne Thank you for working on New Year's day, and fixing the problem. Excuse my tweet, since I was very upset. (:",-2,0,1,,
616,@AskCapitalOne 360. Hence my complaint about you ditching the PINpad. Your redesign makes every mistake you can make w/online authentication,-2,0,1,,
617,@AskCapitalOne if I apply for a card n get declined does is harm my credit?,-1,0,0,,
618,@AskCapitalOne Thank you so much!,1,0,0,,
619,@AskCapitalOne Can someone from Capital One contact me via email? I'm having issues paying my balance. Thanks! edcarroll284@mail.cfcc.edu,-1,0,0,,
620,@vcouverite @AskCapitalOne @BeaucoupBakery @StarbucksCanada @CruiseNorwegian @ExpediaCA @acompli Happy New Year to you as well!,2,1,0,,
621,Happy New Year to the people behind @AskCapitalOne @BeaucoupBakery @StarbucksCanada @CruiseNorwegian @ExpediaCA @acompli &amp; @CTVLyndaSteele,1,0,0,,
622,@AskCapitalOne  You couldn't give me one of your cards.,0,0,0,,
623,"@AskCapitalOne hi, thank you. I'm using capital one 360 using a customer number (from ING days).",1,0,0,,
624,Since I'm an Auburn fan and I have a Capitol one credit card does this mean i'm exempt from a payment this month?? @AskCapitalOne,0,0,0,,
625,@AskCapitalOne about 3 years now,0,0,0,,
626,@AskCapitalOne been getting this for the last hour Ì†ΩÌ∏© http://t.co/LyMxiRt1cm,0,0,0,,
627,"@AskCapitalOne despite promises to call me, emails, being misinformed a kajillion times and a miserable experience, I cling to hope #failC1",-1,0,0,,
628,@AskCapitalOne Ok sent pm,0,0,0,,
629,"@AskCapitalOne the incompetency of this organization is astounding, I wanna love you but...rawr...",2,1,0,,
630,"@AskCapitalOne Bank. Trying to reset pin at ""Forgot pin/passwd?"" link. Ssn, bd, zip, phone not accepted. No other way to reset pin on site.",0,0,0,,
631,@AskCapitalOne follow me. I can send a screen shot,0,0,0,,
632,"@AskCapitalOne Hi, followed back &amp; DM'd you. Thanks for helping!",1,0,0,,
633,@AskCapitalOne no holds.  Last charge was Dec 18th,0,0,0,,
634,@AskCapitalOne yes it days 0.00 but my available credit has not increased since making the payment,1,0,0,,
635,@AskCapitalOne how come my available credit has not increased since I made a payment,1,0,0,,
636,"@AskCapitalOne 
I made a payment on Dec 26th. It was over the min amount. It still says I have a payment due Jan 6th",0,0,0,,
637,"@AskCapitalOne It would be greatly appreciated, and likely save Capital One a ton of mailing cost! Will DM right away",2,1,0,,
638,"@AskCapitalOne Oh, and I will stick your return envelopes to a brick if it doesn't stop!",0,0,0,,
639,"Really, guys? in 12 weeks I've had 8 letters. I'm ignoring them for a reason! Take me off your list...@AskCapitalOne http://t.co/HvTlwp44H2",0,0,0,,
640,Thanks @faris @cc_chapman @ColoradoMom @AskCapitalOne for being top new followers in my community this week,1,0,0,,
641,@AskCapitalOne is it possible to upgrade my card to a rewards card?,0,0,0,,
642,@AskCapitalOne Any ETA on an update on your app to support Android 5.0.1?,1,0,0,,
643,RT @AskCapitalOne: @AzzurriLFC Hey. We saw your tweet- Please let us know if you need assistance with anything! Thanks. ^DA,0,0,0,,
644,@AskCapitalOne enter any other information!,0,0,0,,
645,@AskCapitalOne I can't reset my pin! entering correct contact/personal information but the site says its incorrect &amp; won't let me (1/2),0,0,0,,
646,RT @CapOneLawsuit: If you have been cheated by #CapitalOne get on board at http://t.co/dqKAl8db class action lawsuit coming! @AskCapitalOne‚Ä¶,-1,0,0,,
647,@AskCapitalOne YOU ARE HERE TO FUCK AROUND WITH OUR DOLLARS WHILE U TAKE CALL CENTER JOBS OVERSEA &amp; PAID THEM WITH OUR DOLLARS. FUCK YOU,-2,0,1,,
648,"RT @AskCapitalOne: Happy Early New Year, Twitterverse! We're in the office until 6 PM EST today, so tweet us if you need us.  ^AW",1,0,0,,
649,@AskCapitalOne @hallemayes how late can you make an ATM deposit and have it count for this year?,0,0,0,,
650,@AskCapitalOne thx,0,0,0,,
651,"@AskCapitalOne When is ""soon"". Before end of year? End of January?",0,0,0,,
652,@AskCapitalOne can I request a replacement card online?,0,0,0,,
653,"@AskCapitalOne Lufkin, Tx branch on firs st",0,0,0,,
654,@AskCapitalOne not on that machine 1@ a time,0,0,0,,
655,"@AskCapitalOne I want my limited raised to 10,000",-1,0,0,,
656,@AskCapitalOne @hallemayes my check is too big for mobile app.,0,0,0,,
657,@AskCapitalOne well that still sucks and your atm won't process more than 1 check or Bill at a time for deposit,0,0,0,,
658,@AskCapitalOne going to Cabo right now. Do I need to call and let anyone know for using my card?,1,0,0,,
659,@AskCapitalOne Android 5.0 support?????,1,0,0,,
660,@AskCapitalOne which cards are you offering the chips in at this time?,0,0,0,,
661,"@AskCapitalOne I phoned in to the staff ,handled but still it got worse http://t.co/EjWCP3BkqW",-1,0,0,,
662,@AskCapitalOne Done as requested. Thank you.,1,0,0,,
663,"@AskCapitalOne I love Capitol One, but you are wearing out my shredder. :)",1,0,0,,
664,@AskCapitalOne Thank you!!,1,0,0,,
665,@AskCapitalOne Hello!  At least 4 per week and 2 per shot in mail box and then emails too. :(,0,0,0,,
666,Wow @AskCapitalOne. Changed reward redemption: tiered structure (not getting full value for miles)-&gt;all travel @ 100x (full value). Thanks!,3,1,0,,
667,"@AskCapitalOne I have tried many time,different occasion, signin ,Reset Password, New Password doesn't work Omg!! now am locked out",1,0,0,,
668,@AskCapitalOne #NothingIsWorking,0,0,0,,
669,@AskCapitalOne capital one platinum. It's a mastercard. I also have one that is a visa,0,0,0,,
670,"@AskCapitalOne while I understand this should be true, the reality is much different.  Anything I can do to change my card sooner?",0,0,0,,
671,"RT @AskCapitalOne: @prettyolebree Hey there, we saw your tweet.  We can track down your missing dough, just DM your name, ph# and zip.  ^SG",0,0,0,,
672,"@AskCapitalOne 
You still didn't address the inconsistency that I mentioned regarding the Saturday postings but not a surprise",-1,0,0,,
673,"@AskCapitalOne 
Why is when the 1st has come on a Sunday I have had my ACH posted on the Saturday before explain that",0,0,0,,
674,"@AskCapitalOne 
That's not true I'm a dc govt retiree and they consistently send ACH the last day b4 the holiday",1,0,0,,
675,"@AskCapitalOne @VENTITNOW , one week later. Still no resolution . capital one is #badservice #unreliable #uncaring",-2,0,1,,
676,"@AskCapitalOne 
And try to blame this on how ACH payments are sent to won't fly you people post the finds when you get ready",0,0,0,,
677,"@AskCapitalOne 
This has not been a customer friendly bank since it was called Chevy Chase",1,0,0,,
678,"@AskCapitalOne 
I don't understand why capital 1 does not allow customers access to there direct deposit b4 the new year ridiculous",-1,0,0,,
679,@AskCapitalOne branches in NYC closed today?,0,0,0,,
680,@AskCapitalOne I'll be traveling to Europe for a few weeks in 2015.  How can I get a chip/pin for my card?,0,0,0,,
681,"@AskCapitalOne Oh, I think you can count on that. :-)",0,0,0,,
682,@AskCapitalOne Your hours on your website are incorrect for this branch: http://t.co/91mjVBONAS Thanks for inconveniencing me!,-1,0,0,,
683,@AskCapitalOne That‚Äôd be great. And happy new year! @CapitalOne360,2,1,0,,
684,"@AskCapitalOne My best advice is to hire some good UX folks. I know you used to have at least one, but I doubt he was on the 360 team.",1,0,0,,
685,@AskCapitalOne account number,0,0,0,,
686,"@AskCapitalOne i am looking for a checking account's ''bill pay'' overdraft protection that linked to a ''credit card'', is it possible?",1,0,0,,
687,@AskCapitalOne Been 6 months+ since Android Lollipop released. You're the only app I know that doesn't work with it. Any timeline for fix?,1,0,0,,
688,"@AskCapitalOne I‚Äôve told you 1 problem already. Another is the meaning of ‚Äúpartial payment‚Äù. I thought it was part of total balance, but no.",-1,0,0,,
689,@AskCapitalOne Aaargh! Your ‚Äúpay a loan‚Äù page needs SERIOUS usability work. Grrrrr‚Ä¶,1,0,0,,
690,@AskCapitalOne called and talked to a representative on the phone,0,0,0,,
691,@AskCapitalOne Thank you.,1,0,0,,
692,@AskCapitalOne no I used my phone but I will try from a computer. If it doesn't work what should I do?,1,0,0,,
693,"@AskCapitalOne I was using the app then went to http://t.co/iDvHENCjIu and got this message ""looks like your request didnt go through""",1,0,0,,
694,@AskCapitalOne,0,0,0,,
695,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
696,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
697,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
698,"RT @AskCapitalOne: @blunted215 As much as we love Doge, we cannot use images found from the internet on our cards. Much sorry! ^JD",0,0,0,,
699,@AskCapitalOne Still haven't heard anything.,0,0,0,,
700,@SweetJohn @AskCapitalOne aw! Cute!,1,0,0,,
