"","text","score","very.pos","very.neg"
"4576","@BofA_Help It's okay. I'm going to switch banks. Thanks for nothing!",0,0,0
"4577","@BofA_Help can u give me a phone for calls from outside the US?",0,0,0
"4578","@BofA_Help Aight fam, Imma let you make it this time. Only because Edward was helpful.",1,0,0
"4579","@BofA_Help Day after day,Hostage Crisis of @USAgov AUTH&amp;Rockefeller Heiress/Kennedy Kin worsens BUT imposter linked 2 @STJAMESAME NOT me.@VP",-1,0,0
"4580","@BofA_Help no I don't need assistance I'm closing my account to much fraud going on with y'all",-1,0,0
"4581","@BofA_Help Do u have any association with any other bank? I really need to deposit cash into my account ASAP and I got no to time to go far",0,0,0
"4582","@BofA_Help I'm most likely going to have to speak to someone of authority because apparently I'm getting seven different answers back",0,0,0
"4583","@BofA_Help Cool, thanks",1,0,0
"4584","RT @BofA_Help: @WiseNonsense We're happy to hear that you were able to resolve your concern. If you have any questions in the future, pls l…",0,0,0
"4585","@BofA_Help  sure, very ez:  1) buy coin counters; 2) credit my coin dep &lt; 5-10 biz days; 3) stop charging me $144/yr for checking acct",0,0,0
"4586","@BofA_Help  - call Jacqueline Gonzalez, Exit Realty Central re: 473 Adkins Arch Virginia Beach VA 23462, 757-943-9184.",0,0,0
"4587","@BofA_Help In order to DM, you'll need to follow me.",0,0,0
"4588","@BofA_Help no I didn't",0,0,0
"4589","@BofA_Help I just want to close my account for temporarily",0,0,0
"4590","@BofA_Help I have an issue with one of my accounts. Tried to call CS &amp; was just on hold for an hour before hanging up. Can someone call me?",-1,0,0
"4591","@BofA_Help help?  i pay $12/mo to #2 us bank &amp; u have no coin counters &amp; coin dep &gt; $100 takes 5-10 biz days to credit.  what is to explain?",0,0,0
"4592","@BofA_Help I wonder if you have ever actually tried your own service from another country. New card on the way.",1,0,0
"4593","@BofA_Help I don't know how to DM on Twitter",0,0,0
"4594","RT @BofA_Help: @AKJeremySpring Hi, Jeremy. I’d be happy to give you a call to discuss your concerns. Please DM zip/phone. ^kc",0,0,0
"4595","RT @BofA_Help: @ChrisVtheG You're welcome! I'm glad we could help. ^cr",2,1,0
"4596","RT @BofA_Help: @ChrisVtheG You're welcome! I'm glad we could help. ^cr",2,1,0
"4597","@BofA_Help I called and requested a new bank card now I'm just waiting for it to come in the mail",0,0,0
"4598","RT @BofA_Help: @ChrisVtheG You're welcome! I'm glad we could help. ^cr",2,1,0
"4599","RT @BofA_Help: @ChrisVtheG You're welcome! I'm glad we could help. ^cr",2,1,0
"4600","RT @BofA_Help: @WiseNonsense  Hi, what happened? We’re here to help. ^rs",0,0,0
"4601","@BofA_Help just don't do what Chase did and abandon your own customers",0,0,0
"4602","@BofA_Help Which again, avoids the question of WHY. I hope you would understand why that makes no sense.",0,0,0
"4603","RT @kvng_ervc: “@BofA_Help: @Hipsnlips_:Have you called for assistance? If you’re still having trouble, I’d like to help.^df”did u just say…",0,0,0
"4604","“@BofA_Help: @Hipsnlips_:Have you called for assistance? If you’re still having trouble, I’d like to help.^df”did u just say df to me bruh""<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0,0,0
"4605","@BofA_Help operator - another operator - robot service with no options - cut off. #service",0,0,0
"4606","RT @BofA_Help: @Hipsnlips_ Have you called for assistance? If you’re still having trouble, I’d like to help. ^df",0,0,0
"4607","“@BofA_Help: @Hipsnlips_ Have you called for assistance? If you’re still having trouble, I’d like to help. ^df”did u just say df to me bruh",0,0,0
"4608","@BofA_Help been wit yall for 10 years",0,0,0
"4609","@BofA_Help yea I did...yall froze it without calling me. Card got declined. Had to wait 30 mins to reactivate. Now I'm late to work <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",0,0,0
"4610","@BofA_Help I have to pay the $3 atm fee AND you guys charge me $2.50 for using a non-boa atm?",0,0,0
"4611","@BofA_Help I can't DM you, you don't follow me.",0,0,0
"4612","Hey @bofa_help your 60 state st location in BOS decided to close 20 minutes early leavin me w/o a debit card after tons of fraudulent ac ...",-1,0,0
"4613","RT @BofA_Help: @thenameispico It is my pleasure to assist. ^ji",1,0,0
"4614","RT @auntbeulah: @thenameispico @BofA_Help Seems your lucky day is continuing.",1,0,0
"4615","@BofA_Help Nothing that can be done at this time, thanks I've already spoken with someone.",0,0,0
"4616","@BofA_Help sad thing is I've been a loyal customer for over ten years. Will be making a switch a soon as I get back to the states.",0,0,0
"4617","@BofA_Help just needed to vent and try my best to protect other services members from banking with you guys.",1,0,0
"4618","@BofA_Help attention to detail and accountability #bankofamerica has. I have suffered all month and all I can get is I'm sorry.",-2,0,1
"4619","@BofA_Help tbh it is a little late for that. My card has been reshipped and should arrive Friday. I'm just upset with the lack of",-2,0,1
"4620","@BofA_Help the bank itself made me happy, not a particular associate. Sorry lol",0,0,0
"4621","RT @BofA_Help: @JeSuisJai  Please let us know if you need assistance; we’d be happy to see how we can help. ^ah",1,0,0
"4622","@BofA_Help still waiting for a credit back to my account and then I will reach out to close the accounts, thank you.",1,0,0
"4623","@BofA_Help right now if possible",1,0,0
"4624","@BofA_Help no it's fine",1,0,0
"4625","@BofA_Help I'm pretty much stuck now, but thank you anyway for reaching out!",1,0,0
"4626","@BofA_Help sorry for the initial tweet, I was upset. My accounts are currently frozen, and when I (cont) http://t.co/C0v8yMyzWB",-3,0,1
"4627","@BofA_Help call me or we are breaking up for good",0,0,0
"4628","@BofA_Help Who should I chat with regarding the reversal of a late fee? The customer service person I spoke w/on the phone was not helpful.",2,1,0
"4629","@JustinDoesBlog    If you have a BofA question or concern, let us know @BofA_Help. ^ji",-1,0,0
"4630","@BofA_Help in grocery stores. Happening all day today. Customers seemed to have ignored the notifications sent them",0,0,0
"4631","@BofA_Help it's not me. Citizens national bank customers are attempting to use their old boa cards and think their $ had been stolen",-1,0,0
"4632","@BofA_Help up! Bank of America is good if you are in AMERICA. Other wise its out of site out of mind! @bankofamerica #frustrated",1,0,0
"4633","@BofA_Help how do 4 or more ppl miss that! I have gone a month with no funds! And like I said before this isn't the fist time they've messed",-2,0,1
"4634","@BofA_Help 4-16 business days. Its the 16th day still nothing so I call again and a representative tells me it was never sent.",0,0,0
"4635","RT @BofA_Help: @Kelli_JoFourty5 Hi, we’re here to help; let me know what I can do to assist. ^rs",0,0,0
"4636","@BofA_Help currently I miss placed my card 1 Jan 15 and it still hasn't got here I have called in 4 different times and was told to wait",-1,0,0
"4637","@BofA_Help send my transfers through man. It's been 4 days already. Come onnnnn.",0,0,0
"4638","@BofA_Help I would have to write a book on all the problems I have had since I've been stationed on my one year tour in Korea.",-1,0,0
"4639","Hey @bofa_help why do y'all keep fucking around with my bank accounts and cause me stress? Just curious.",-2,0,1
"4640","RT @BofA_Help: @jkfaltas  Were you able to visit the link provided? Please let us know if there's anything we can do to help. ^rs",0,0,0
"4641","@BofA_Help Actually my mom is going to go to the bank for me to settle this down. Thank you.",1,0,0
"4642","@BofA_Help sat and wait for 15 mins before someone even talked to me in the drive up teller",0,0,0
"4643","@BofA_Help you can stArt by not taking all my money.. I'm broke af",-1,0,0
"4644","@BofA_Help I don't follow u and u don't follow me. so we can't ""DM"" each other.",0,0,0
"4645","@BofA_Help ok. all set problem solved. i talked my bank assistant . thank u",0,0,0
"4646","@BofA_Help If you are going to tweet unsolicited, at least have some useful info. I am aware they are holding it, my question was why.",1,0,0
"4647","@BofA_Help thanks. It was finally taken care of",0,0,0
"4648","@BofA_Help please, this is very important",1,0,0
"4649","@BofA_Help I didn't have an issue, I was just curious about the location of an atm machine",-1,0,0
"4650","@BofA_Help 7-10 days to process a POA in family emergency?",-1,0,0
"4651","@BofA_Help No need, paid accts in full, including late fees not waived b/c my dad was unavailable /sent ltrs to close accts.",-1,0,0
"4652","RT @BofA_Help: @ElMexicanMamba We appreciate your feedback. Please DM the location so I can share this information with our leadership team…",1,0,0
"4653","@BofA_Help y'all garbage!",-1,0,0
"4654","@BofA_Help I think so, thank you.",1,0,0
"4655","@BofA_Help @MerrillLynch you were supposed to call me back a week ago about my account. I guess this is not a priority.",0,0,0
"4656","I'm good. “@BofA_Help: @CyductiveCyd Hi, what happened? We’re here to help. ^ah”",1,0,0
"4657","@BofA_Help I'm good.",1,0,0
"4658","@BofA_Help Liberty road and rolling road in Baltimore Maryland",1,0,0
"4659","It feels unfair that @BofA_Help can just close my credit card account without stating a reason and pocket the $450 of rewards points. #ugh",-1,0,0
"4660","@BofA_Help never received replacement company cards with new expiry. BoA keeps canceling our existing card whenever we request help.",0,0,0
"4661","@BofA_Help The number to reach me is 413-237-9669",0,0,0
"4662","Thanks BoA for having some really great customer service today. ;-) @BofA_Help",1,0,0
"4663","@BofA_Help thanks, and in order to do that, could you follow me first?",0,0,0
"4664","@thenameispico @BofA_Help Seems your lucky day is continuing.",1,0,0
"4665","RT @thenameispico: @auntbeulah @BofA_Help wasnt expecting a response from boa bc I didn't @ them so it was a surprise to hear from them. Gr…",0,0,0
"4666","@BofA_Help No and I was told I would receive a call from the last ""supervisor"" I spoke with this morning....um no call...um not surprised.",0,0,0
"4667","@BofA_Help i got it taken care of already. thank you though!",1,0,0
"4668","@BofA_Help I did actually! Thanks! <ed><U+00A0><U+00BD><ed><U+00B8><U+008C>",0,0,0
"4669","RT @BofA_Help: @diamondiam1 Hi, were you able to get the problem resolved? If not, I’d like to help. ^ah",0,0,0
"4670","@auntbeulah @BofA_Help wasnt expecting a response from boa bc I didn't @ them so it was a surprise to hear from them. Gr8 save boa",0,0,0
"4671","“@auntbeulah: @thenameispico @BofA_Help Good idea to tweet your problem!” <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>TY I've found it to be pretty effective",2,1,0
"4672","@thenameispico @BofA_Help Good idea to tweet your problem!",0,0,0
"4673","@BofA_Help LOL just tried to DM my information and it wouldn't go through.",0,0,0
"4674","@BofA_Help I've spent the last several days on the phone with you guys, no help whatsoever.",0,0,0
"4675","“@BofA_Help: @thenameispico Thank you for letting us know. I will share your experience with our leadership team. ^ji”gr8! Nicely done <ed><U+00A0><U+00BD><ed><U+00B1><U+008F>",2,1,0
"4676","@BofA_Help Please provide me with an email so I can send over the file #.
DonnaHutchins@kw.com",0,0,0
"4677","“@BofA_Help: @thenameispico I apologize 4ur experience. Please continue 2 reach out 2 us 4 assistance in the future. ^ji” will do. Thx again",0,0,0
"4678","@BofA_Help ps the cruise company suggests calling number back and pressing 02xs but u get disco'd when u do that. FYI",0,0,0
"4679","@BofA_Help what's y'all number I need to close my account",0,0,0
"4680","RT @BofA_Help: @thenameispico I’d be happy to give you a call to discuss your concerns and see what I can do to help. Please DM your name/z…",0,0,0
"4681","@BofA_Help you don't disclose enough information to your customers, it's a long story. says it all in my email.",1,0,0
"4682","@BofA_Help u saved a customer today <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",0,0,0
"4683","@BofA_Help already went2atm-honestly-dont think thats good biz pract. Customers should b able 2opt out &amp;hold.Ty 4quick response however",1,0,0
"4684","@BofA_Help to take 7-10 days to process a POA request even when the situation was explained.",0,0,0
"4685","@BofA_Help we just paid off the account and the late fee imposed because my father was in the hospital and unable to pay fees. It was going",-1,0,0
"4686","@BofA_Help if you deposit a check through the app how long does it usually take to go through?",0,0,0
"4687","@BofA_Help Babe Do This @PrettySTACKS_",0,0,0
"4688","RT @BofA_Help: @iAMBRiTOO Hi, merchants will begin switching from magnetic stripe terminals to chip terminals in the very near future. ^ah",0,0,0
"4689","@BofA_Help Can you guys explain why your Elizabreth NJ branch has tellers just standing around while the line accumulates?",0,0,0
"4690","@BofA_Help excellent. Will do. I am not currently in room, but I will as soon as I get back. Thank you.",2,1,0
"4691","@BofA_Help can I exchange US dollars for Euros at my local branch? We would like to have Euro money before we go to Europe.",1,0,0
"4692","@BofA_Help right now would be great! DM sent",2,1,0
"4693","@BofA_Help thank you",1,0,0
"4694","@BofA_Help Thank you for your assistance. Have a nice day!",2,1,0
"4695","@BofA_Help I have not, unfortunately. As I am out of the country, I can't call. I tried to log on to the app, but didn't know where to begin",-1,0,0
"4696","@BofA_Help because it's always something with y'all I don't have free money to be giving to y'all tf",1,0,0
"4697","@BofA_Help I don't like banks that don't understand wordplay.",1,0,0
"4698","@BofA_Help y'all always taking my money talking bout I exceeding limit I was never aware of but don't worry about I'm canceling the account",-1,0,0
"4699","@BofA_Help I can't find my previous post. Did you delete already?",0,0,0
"4700","@BofA_Help  oh got it!",0,0,0
"4701","@BofA_Help Thank you for your help. Please let me know if you need any information about me.",1,0,0
"4702","@BofA_Help I ordered it yesterday and told them it had to go out ASAP! They told me the tracking would be available today.",1,0,0
"4703","@BofA_Help you can reach me between 10am and noon (eastern time). please consider the time difference. my phone # is +82-10-7739-1705.",0,0,0
"4704","@BofA_Help Just few days ago, I knew $12 maintenance fee was charged. so I want to close my account.",0,0,0
"4705","@BofA_Help thank you.  I am currently available if you would like to call me.  Thank you!",4,1,0
"4706","@BofA_Help Thank you for reply. My name is raeeun Kim, and my account # is # 383006971481. I left the U.S. without closing my account.",1,0,0
"4707","@BofA_Help thank you! Im just waiting for my debit card to come in the mail",1,0,0
"4708","@BofA_Help I was told I needed a license for that, but I do not have that because that was also lost with my debit card",-1,0,0
"4709","@BofA_Help how am I supposed to come in and talk to you guys if I have to hoof it to TEXAS? I hear people don't come back from there.",0,0,0
"4710","I don't recommend @BofA_Help to anyone . They are so non-negotiable &amp; I've only been with them for a month . Horrible . Closing my account.",0,0,0
"4711","@BofA_Help I lost my debit card. You guys are sending a new one in 5-7 days but can't I get a temporary one for now?",-1,0,0
"4712","Hi @BofA_Help I need the IBAN and Swift Number to receive transfers from another country... Thanks in advance",1,0,0
"4713","@BofA_Help optimized for iPhone 5, not 6. http://t.co/dHIM06ErGK",0,0,0
"4714","@BofA_Help yes it was thank you",1,0,0
"4715","@BofA_Help I called and my question was answered. Thank you",1,0,0
"4716","@BofA_Help No assistance needed. You all abandoned Southwest Virginia and left us with @FirstCommunity - you've done plenty.",0,0,0
"4717","@GiftedMindNg - You can tweet @BofA_Help for assistance.",0,0,0
"4718","@BofA_Help I have a ? about amerideals. I switched to t mobile but I don't see it as a deal pending. T mobile store didn't know how to help",0,0,0
"4719","Nice trick .@BofA_Help  Agent Eric: ""we need a better line to have better communication"".  Beep, beep, beep. Snap! He hung up on me!",1,0,0
"4720","@BofA_Help I've tried but I never go through an assistant.",0,0,0
"4721","@BofA_Help Yes I was. Now I just need the tracking number because they expedited it.",0,0,0
"4722","@BofA_Help Am going to visit the closer department of Bank of America to activation the credit card I love Bank of America thank you so much",2,1,0
"4723","@BofA_Help ok im new to tweeter whats dm and how do i do that",0,0,0
"4724","3 miserable months with @FirstCommunity and they STILL can't process a direct deposit. Hello @WellsFargo B/C already screwed by @BofA_Help",-2,0,1
"4725","RT @SirLoinTipz: @BofA_Help - I'm traveling in the DR and my card got shit off (thank you!) because I forgot ... http://t.co/Bckq8Vqj2h",0,0,0
"4726","@BofA_Help I want to know why I was charged a fee for transferring money out of my savings account",1,0,0
"4727","@BofA_Help this has been an ongoing problem with this atm. I should not have to drive 35 miles to deposit money.",-1,0,0
"4728","@BofA_Help okay I will",0,0,0
"4729","@BofA_Help do i have to go into a branch to close an account",0,0,0
"4730","@BofA_Help I requested a replacement debit card at one of your branches a few weeks ago and still haven't gotten one....",0,0,0
"4731","@BofA_Help , can a foreign citizen,  open a BOFA account, in order for me to be able to transfer him money monthly,  thank your",1,0,0
"4732","@BofA_Help wow. Long time customer being treated SO rudely. My card suspended 3 times in two days. Time to look for better service",2,1,0
"4733","@BofA_Help In New Zealand and cannot seem to get through to your call center via your help form. Can you please assist me. New Credit card.",0,0,0
"4734","“@BofA_Help: @capritwotimes Please DM the location so we can provide the best service to all our customers. Thank you. ^ah” industrial bruh",2,1,0
"4735","@BofA_Help  After taking $105 in fees in the last 13 days with no clear explanation.  I'm good just leaving",2,1,0
"4736","@BofA_Help got it all figured out now. Thank you.",1,0,0
"4737","@BofA_Help Recently applied for an AS cobrand card, but was downgraded to Platinum version. Is it possible to talk to someone to reconsider?",0,0,0
"4738","@BofA_Help I want you to fix the issue",-1,0,0
"4739","@BofA_Help - I'm traveling in the DR and my card got shit off (thank you!) because I forgot to notify you guys. Can you help reactivate?",0,0,0
"4740","@BofA_Help this trusty embezzled all my grand father money we would have owned. The Oakland Raiders if this didn't happen",2,1,0
"4741","@BofA_Help Ur bank appointed a trusty to take care of my grandfathers account and  the bank president appointed a trust n trusty",3,1,0
"4742","@BofA_Help if you know that im being abused w lobotomies dont be afraid to reach out to for help by telling me",-2,0,1
"4743","@BofA_Help I m concerned that I cant visualize the bank of americal in mill valley though i lived there for a year and a half do i gr lobotm",-1,0,0
"4744","@raytida @BofA_Help was generally good, but like anything else, until they screw you over, you don't look outside. Local CU's here I come.",2,1,0
"4745","@BofA_Help Hello, please accept my apologies for not answering the phone, I was busy at the time. Please try calling me back, thank you.",1,0,0
"4746","Nothing as terrifying as you debit card not working when all you want to do is buy water. And then @BofA_Help suddenly being down.",0,0,0
"4747","@BofA_Help can we still use our debit cards ? I've been hearing of a change but I'm not sure if I received my new card.",0,0,0
"4748","@BofA_Help
Can someone chat with me? I cannot call and I got a message that my card is suspended",0,0,0
"4749","@BofA_Help what is the minimum amount to start a saving account ?",0,0,0
"4750","@BofA_Help tks for ur help during family emergency to deal with our accounts.  Oh, wait, 7-10 days not really a help. #gladIdontbankwithyou.",-1,0,0
"4751","@BofA_Help when is the app going to be updated for iPhone 6 compatibility?",0,0,0
"4752","@BofA_Help thanks!",0,0,0
"4753","Hi @bofa_help! I would like to know if I can make a cash deposit here in the Philippines since i saw that you have a branch here in Makati <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",1,0,0
"4754","""@BofA_Help: @Radhy_g I called and left a message with my callback information.  I'm still waiting........",0,0,0
"4755","@BofA_Help 
This is raeeun Kim.I have a cheching account
I left the U.S 2 years ago, and came to Korea. I want to close my account
help!",0,0,0
"4756","@BofA_Help need help",0,0,0
"4757","@BofA_Help do you have a branch in Bahrain ? How to contact them ?",0,0,0
"4758","If the buzz to @bofa_help from TCS was that I'm exclaimed as to what is my age etc, then the Coolpad mobile device is not worth its price.",1,0,0
"4759","@BofA_Help, now out of the country,  I am hearing impaire, if a message can be sent instead @ 0411.aluna@gmail.com Thank you",1,0,0
"4760","@BofA_Help I NEED HELP ASAP! I was on the phone so long that it hung up. I need a bank card sent to my hotel.",-1,0,0
"4761","Supposedly @BofA_Help has 24/7 Customer Service, but their office is ""currently closed,"" &amp; someone has stolen my account #. Awesome.",0,0,0
"4762","@BofA_Help My new wife has not yet officially changed her name, but checks being written to her with my last name. Can she deposit them?",0,0,0
"4763","@BofA_Help Definitely! Thanks for your support!",1,0,0
"4764","@BofA_Help problem solved. But just for my one account. The other acc card still miss.",-2,0,1
"4765","@BofA_Help these maroons just emailed me authorization code for the other guys account!",0,0,0
"4766","@BofA_Help 
Thanks",0,0,0
"4767","@BofA_Help I need some help since I keep getting hung up on and no humans are answering the phone <ed><U+00A0><U+00BD><ed><U+00B8><U+0091>",-1,0,0
"4768","@tyschalter @ScottCarasik @BofA_Help first they took the money, then they took the power, then they took the women...BOFA!",0,0,0
"4769","RT @tyschalter: Wait. “BOFA Help”? RT @ScottCarasik: On hold for an additional 15 minutes? You have no concept of actually helping customer…",1,0,0
"4770","Wait. “BOFA Help”? RT @ScottCarasik: On hold for an additional 15 minutes? You have no concept of actually helping customers. @BofA_Help",1,0,0
"4771","@BofA_Help hi I need help accepting money that was sent to me. It won't deposit into my account",0,0,0
"4772","@BofA_Help just giving compliments..no issues!",-1,0,0
"4773","@JustinOnslowNFL @BofA_Help basically. ""help""",0,0,0
"4774","Bofa help. lol RT @ScottCarasik: On hold for an additional 15 minutes? You have no concept of actually helping customers. @BofA_Help",1,0,0
"4775","@BofA_Help ...I just went to the website and made the payment.  The mobile app is the problem.",-1,0,0
"4776","@BofA_Help how many transfers between my accounts can I do per month and what is the fee for going over",0,0,0
"4777","@BofA_Help I am sorry please call around 11 am tomorrow EST.",-1,0,0
"4778","On hold for an additional 15 minutes? You have no concept of actually helping customers. @BofA_Help",1,0,0
"4779","@ScottCarasik @BofA_Help look man if you don’t wanna know you don’t wanna know. But don’t say I didn’t try and help",0,0,0
"4780","@StephenDiazzz @BofA_Help you totally would. You are on twitter.",0,0,0
"4781","@ScottCarasik @BofA_Help I would never",0,0,0
"4782","@StephenDiazzz @BofA_Help I would ask what it is, but I feel like you are trolling ,me.",1,0,0
"4783","@BofA_Help open the bank on Saturday and Sunday. I need my $ now.",0,0,0
"4784","@ScottCarasik @BofA_Help you haven’t heard of it? Weird",-1,0,0
"4785","@ScottCarasik @BofA_Help you don’t know about the other BOFA?",0,0,0
"4786","@StephenDiazzz @BofA_Help literally the scummiest company ever.",0,0,0
"4787","@ScottCarasik @BofA_Help you must be dealing with the wrong BOFA man.",-1,0,0
"4788","@JDBeast__ @BofA_Help I'm doing that now. They aren't helpful though. I'm done with BofA. I'm changing banks the first shot I get.",1,0,0
"4789","@BofA_Help I hope you realize that this shell game with MY money is what is going to make me leave you guys.",0,0,0
"4790","@BofA_Help why are you guys so horrible at customer service? Why can't you actually help your customers?",-1,0,0
"4791","@BofA_Help I didn't receive any phone calls or voicemails today.  I'm available now",1,0,0
"4792","@BofA_Help no thank you @aniazur",1,0,0
"4793","@BofA_Help I'm ready for the call about my issue when you all are.",0,0,0
"4794","@BofA_Help dumb question. How do obtain my routing number to do my taxes?",-1,0,0
"4795","@BofA_Help I'm ready for the call when you are",1,0,0
"4796","@BofA_Help I need help with my account",0,0,0
"4797","@BofA_Help I am not in America now, is there any other way than the phone to discuss this issue?",-1,0,0
"4798","@BofA_Help please follow me so I can DM you my question. Phone &amp; Internet Customer service is closed. @twitter customer service is open.",0,0,0
"4799",".@BofA_Help I'll need help closing my accounts next week after I'm refunded a double debit and associated overdraft fees.",1,0,0
"4800","@BofA_Help my card keeps getting declined but I have the funds",0,0,0
"4801","@BofA_Help thanks for the follow up, but it's too late for help. Maybe @bankofamerica management can change the policy to be smarter.",1,0,0
"4802","RT @BofA_Help: @Hassanmirza Hi, thank you for speaking with us today. We appreciate the opportunity to help. ^th",2,1,0
"4803","@BofA_Help because my friend told me you have to call Bank of America right  or go to closer ATM Bank of America to activation",1,0,0
"4804","@BofA_Help is mobile check deposit having issues on iOS? I’ve been getting “unable to process request” on multiple devices for over 2 weeks.",-2,0,1
"4805","@BofA_Help Spoken to 3 people; got 3 stories. 1 said BofA compromised, 1 said merchant flubbed transaction, 1 said merchant compromised.",0,0,0
"4806","@BofA_Help hello I just Received my new credit card I need to Activation can you",0,0,0
"4807","@BofA_Help waited in the damn line for 20 minutes for 1 merchant to make commercial deposits when there's supposed to be a separate line",-1,0,0
"4808","I send someone a check using bill pay and it was supposed to be delivered by the 23rd and they still have now received it? @BofA_Help",0,0,0
"4809","@BofA_Help are you being ask to monitor my account? Who ever give me will come though the front door.and I will leave your bank",0,0,0
"4810","@BofA_Help I don't follow BofA so how do you know what I am tweeting?",0,0,0
"4811","@BofA_Help it would be nice if your associates didn't hang up on @aniazur deliberately <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",0,0,0
"4812","@BofA_Help I can't DM if u don't follow me",0,0,0
"4813","@BofA_Help in your app you only have numbers for business account cs listed. doesn't specify that it's 4 business by the way. #painintheass",0,0,0
"4814","@BofA_Help because of you I won't be attending this part of the zoo today! Thanks http://t.co/anKE1uIq4I",0,0,0
"4815","@BofA_Help Your ATM assistant gave me this bill, didn't take back, nor will stores take it. This is unacceptable http://t.co/SRIufzDmtF",-1,0,0
"4816","@BofA_Help whatever",0,0,0
"4817","RT @BofA_Help: @JxhnnyBadillo Hi Johnny, We’re here to help; let me know what I can do to assist. ^rr",0,0,0
"4818","@BofA_Help no help needed! I was just happy to find out the automatic email notifs I set up worked! great job &amp; thanks",3,1,0
"4819","@BofA_Help let me know how email alerts are supposed to help if you don't tell me till the next day?! So frustrating!",-1,0,0
"4820","@BofA_Help help me out real quick",0,0,0
"4821","@bofa_help I need BofA's email So I can retrieve my online ID",0,0,0
"4822","@BofA_Help thank you sir my special e mail address is: usamasammak@yahoo.com .please as you can send me any e mail to be able to send rquest",1,0,0
"4823","@BofA_Help Thanks! Just forwarded.",0,0,0
"4824","@BofA_Help I have question about  preferred  Rewards gold.",1,0,0
"4825","@BofA_Help need help regarding an automatic payment posted to my credit card in error.",-1,0,0
"4826","@BofA_Help just left a branch and they were able to get it squared away for me. Thank you!",1,0,0
"4827","@BofA_Help BofA Sponsors Events and customers get no benefit! Why No Customer Tix for WineSpectator Best of Best Miami Beach!",3,1,0
"4828","@BofA_Help @avenadavid nah Fam he don't fuck with you anymore.",-1,0,0
"4829","@BofA_Help I wish the guy on the phone had told me that. Ughhhhh. Hope my credit card still works or this is going to be a loooong weekend.",1,0,0
"4830","@BofA_Help Thank you, I'll check it out <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",1,0,0
"4831","RT @BofA_Help: @MichaelH0240 Hi Michael, You may visit http://t.co/nr44P4PJo8 for all of our ATM and banking center locations. ^rr",0,0,0
"4832","@shinkicest Hi, If you have a BofA question or concern, let us know @BofA_Help. ^rr",-1,0,0
"4833","@BofA_Help ok, thanks",0,0,0
"4834","@BofA_Help already called and nothing",0,0,0
"4835","@BofA_Help Apparently my account was compromised and I was told to go get a temporary card at a local branch...but are any branches open?",0,0,0
"4836","@BofA_Help can I e-mail instead of calling? I'm not in the country anymore!",0,0,0
"4837","@BofA_Help  can I ask why an amount is coming out of my account for monthly maintenance fee when I have a student account?",0,0,0
"4838","@BofA_Help How is it taking me this long to get my problem resolved.  Is this not the 21st century? Am I in hell?",-2,0,1
"4839","@BofA_Help Respond please.",0,0,0
"4840","@BofA_Help Why are you not responding to my tweets.",0,0,0
"4841","@BofA_Help I am still waiting on you guys to help me.",0,0,0
"4842","@BofA_Help @candacegilbert_ Why are you asking this when her problem is clearly solved? You have yet to help other customers.",0,0,0
"4843","@BofA_Help DMed you again :)",0,0,0
"4844","@BofA_Help Give me access to my funds.............d",0,0,0
"4845","@BofA_Help Give me access to my funds.............",0,0,0
"4846","@BofA_Help Give me access to my funds............",0,0,0
"4847","@BofA_Help Give me access to my funds..........",0,0,0
"4848","@BofA_Help Give me access to my funds........",0,0,0
"4849","@BofA_Help Give me access to my funds.....",0,0,0
"4850","@BofA_Help Give me access to my funds....",0,0,0
"4851","@BofA_Help Give me access to my funds...",0,0,0
"4852","@BofA_Help Give me access to my funds..",0,0,0
"4853","@BofA_Help Give me access to my funds.",0,0,0
"4854","@BofA_Help ""It"" being give me access to my account.",0,0,0
"4855","@BofA_Help I also spoke to the Bill Pay dept and they confirmed that the check still had funds.",0,0,0
"4856","@BofA_Help I don't find that solution acceptable.  What does ""look into it"" even mean.  You should already have ""it"" figured out.",0,0,0
"4857","@BofA_Help I deposited using the app and had issues. I don't think it's right that I was charged a fee when the error isn't on my side",-1,0,0
"4858","@BofA_Help I check that I deposited using YOUR bill pay system bounced. AND I got charged a chargeback fee.",0,0,0
"4859","@BofA_Help I just don't understand why it's difficult to be good toward your customers.",0,0,0
"4860","@BofA_Help Maybe instead of writing some stupid condolence message you actually help me",-1,0,0
"4861","@BofA_Help It's not a lot to ask that I just get a follow up number to call",0,0,0
"4862","@BofA_Help Why can't you just get it together and stop making mistakes.",-1,0,0
"4863","@BofA_Help Why is your customer service so poor?",-1,0,0
"4864","@BofA_Help You guys are currently tweeting but I'm still left unsatisfied as a customer.",0,0,0
"4865","@BofA_Help Why when I just tweeted you did you not link me to a phone number or offer further assistance? This is poor customer service.",-1,0,0
"4866","@BofA_Help I can't access my funds because you cancelled my card on Friday and aren't open now. Doesn't this seem short sighted to you?",0,0,0
"4867","@BofA_Help Hello, can I reach you via DM? Thanks",0,0,0
